y	x	lower_error	upper_error	champ
28	0.47264337508239945	0.02961026923969884	0.02959478616537431	Kayn
29	0.4735576923076923	0.07546634379311146	0.0768976756325288	Qiyana
30	0.4766355140186916	0.10323594199162217	0.10562562963165617	Nautilus
31	0.4782608695652174	0.12338514619797247	0.12607199072610709	Neeko
32	0.478961038961039	0.021500928656271456	0.021607056439404804	Udyr
33	0.47968021319120585	0.04168293723100536	0.04208050758865228	TwistedFate
34	0.4797297297297297	0.09110256827159152	0.09244502729800697	Elise
35	0.48189741870600067	0.010633251637605756	0.010626788029101664	Volibear
36	0.48214285714285715	0.16044185427747876	0.16276471660386	Corki
37	0.48264530704456765	0.02342833115397952	0.023434770887549083	Swain
38	0.48359354326541415	0.01330202716777601	0.013358451567371588	TahmKench
39	0.483704974271012	0.06625454323457763	0.06722287620553802	Veigar
40	0.48424948479623164	0.010631236245752185	0.010674233642511521	Yasuo
41	0.4857142857142857	0.0937839652501059	0.09376950848300464	Azir
42	0.4859300947867299	0.008152535103771896	0.00817870363460177	Ambessa
43	0.486036866359447	0.011141145888584003	0.011134357128840922	Gwen
44	0.4860677246032738	0.018285795315610698	0.018264534598049942	Ryze
45	0.4868997508805086	0.01523151970864517	0.015178591924092932	Trundle
46	0.4883819180397127	0.0335012536559301	0.033515023948541944	Briar
47	0.48871067242442934	0.009109894624741322	0.009146300365148852	Jayce
48	0.4887139887139887	0.019887224878967824	0.01998639632300564	Wukong
49	0.4897608828939301	0.01285689655051242	0.012824509485212354	Gragas
50	0.4905531914893617	0.021318767250659676	0.02146960183243296	Maokai
51	0.4908321579689704	0.01374681835868441	0.01382583291122208	Varus
52	0.49091710758377427	0.007698513014109232	0.0077394357052789076	Renekton
53	0.4922275456618616	0.007509640180678956	0.007530792885472204	Yone
54	0.4925386632902234	0.011021145708500435	0.011066865267440884	Rumble
55	0.49285503104365824	0.011504368084770178	0.011547370871843543	Chogath
56	0.49312699922192443	0.015212541530468804	0.015240596850896238	Vladimir
57	0.49417502031969657	0.026935081481972545	0.02689085463083113	XinZhao
58	0.49418161389992377	0.007357294907992695	0.007373002838259479	Jax
59	0.4945188794153471	0.032946970028844114	0.032941926690101875	Malzahar
60	0.49514257867764955	0.009208189708852732	0.009222704502683365	DrMundo
61	0.4954221302047389	0.011125121365817503	0.011144813477097282	Akali
62	0.4955032119914347	0.023983155122265065	0.023965099035712478	Zac
63	0.49550664483454554	0.007157532017416646	0.007189720744804284	Darius
64	0.49665184550275887	0.012012317481954693	0.012023944504025219	Tryndamere
65	0.4973987436895449	0.007216181310625014	0.007219537887061145	Aatrox
66	0.49753383458646616	0.009000957135038623	0.009028878311992061	Nasus
67	0.4977238239757208	0.04442559681315056	0.04471437103319953	Karma
68	0.49794238683127573	0.030094362165178246	0.030295992648506076	Sejuani
69	0.4988167589953208	0.008522542081655371	0.008526045514474168	Gnar
70	0.4990369994931576	0.009523575203389978	0.009581502830677602	Riven
71	0.499127098734832	0.007620087190261193	0.0076450585438749274	Zaahen
72	0.49996697853604843	0.0077121424269063765	0.007708870933421985	Mordekaiser
73	0.5	0.12780938552563437	0.1256345666512071	Karthus
74	0.5003664569718439	0.009067506144022242	0.009096099702929905	Fiora
75	0.500498670212766	0.010607305915283083	0.010578136240484093	Teemo
76	0.5008188493845422	0.008436826639713624	0.008455871539199356	Gangplank
77	0.5009757457485364	0.00790504749058335	0.007939385508778374	Sion
78	0.5011806375442739	0.0397098983709433	0.039244032382866556	Galio
79	0.5021541594861351	0.010279147212960804	0.010285190959703261	Vayne
80	0.5021834061135371	0.03801024451230567	0.03799812631879962	RekSai
81	0.502766217870257	0.011501758645672433	0.011494479000637492	Illaoi
82	0.5028556760572419	0.00929828385215864	0.009323297924659024	Yorick
83	0.5029073081746666	0.017694658520930995	0.017321395085275415	Sylas
84	0.5029613835583985	0.01778181257799505	0.017892861025282647	Heimerdinger
85	0.5030560030323131	0.007982360839331681	0.008016834187744348	Sett
86	0.50362056480811	0.031092878935060353	0.030866755306119598	Naafiri
87	0.5045662100456622	0.05489062701682129	0.05460454605457499	Viktor
88	0.5047619047619047	0.1208806010733175	0.12273431012655955	Zoe
89	0.5053028517558331	0.014560944061987213	0.014548055289295148	Poppy
90	0.5064867669953296	0.026284791403678676	0.026326850243911015	Fiddlesticks
91	0.5068114699437934	0.015995050067972083	0.016041824589338893	Warwick
92	0.5072347266881029	0.046210962215041285	0.04605361132677166	Brand
93	0.5078824315297261	0.013417976217532157	0.01340682701585505	Pantheon
94	0.508074852601897	0.018555523396401652	0.018522223139664118	Aurora
95	0.508443500916723	0.011389735991151673	0.0114286368734422	Olaf
96	0.5088547815820543	0.05543489613928104	0.055326175597916416	AurelionSol
97	0.5091842117884035	0.011363594149852219	0.01137619662013234	Kennen
