matchup	champ	delta	wr_corrected	opp	total
Aatrox_Ambessa	Aatrox	1.0	0.5811269373998463	Ambessa	169.0
Aatrox_Amumu	Aatrox	0.0	0.4969282072500548	Amumu	118.0
Aatrox_Belveth	Aatrox	-1.0	0.4592952466542385	Belveth	109.0
Aatrox_Briar	Aatrox	0.0	0.4837629568393497	Briar	278.0
Aatrox_Darius	Aatrox	-1.0	0.4772313104916549	Darius	48.0
Aatrox_Diana	Aatrox	-1.0	0.47225064614210926	Diana	208.0
Aatrox_DrMundo	Aatrox	1.0	0.5305276350405626	DrMundo	212.0
Aatrox_Ekko	Aatrox	0.0	0.5100617794676823	Ekko	178.0
Aatrox_Elise	Aatrox	0.0	0.4854894586329498	Elise	112.0
Aatrox_Evelynn	Aatrox	0.0	0.4873943370494143	Evelynn	99.0
Aatrox_Fiddlesticks	Aatrox	1.0	0.5393533022353109	Fiddlesticks	150.0
Aatrox_Fizz	Aatrox	0.0	0.5102490380304618	Fizz	76.0
Aatrox_Gragas	Aatrox	1.0	0.5461003882042477	Gragas	21.0
Aatrox_Graves	Aatrox	0.0	0.4963038028208315	Graves	493.0
Aatrox_Gwen	Aatrox	0.0	0.5165129211080293	Gwen	53.0
Aatrox_Hecarim	Aatrox	-1.0	0.47906253476943106	Hecarim	225.0
Aatrox_Ivern	Aatrox	-1.0	0.4803728892879569	Ivern	66.0
Aatrox_JarvanIV	Aatrox	-1.0	0.4609281397288694	JarvanIV	321.0
Aatrox_Jax	Aatrox	1.0	0.5316081075327703	Jax	76.0
Aatrox_Jayce	Aatrox	1.0	0.5788153747143877	Jayce	68.0
Aatrox_Karthus	Aatrox	1.0	0.537575698304898	Karthus	67.0
Aatrox_Kayn	Aatrox	0.0	0.5146375848423026	Kayn	273.0
Aatrox_Khazix	Aatrox	0.0	0.5050253322344068	Khazix	222.0
Aatrox_Kindred	Aatrox	-1.0	0.46978024645549143	Kindred	103.0
Aatrox_LeeSin	Aatrox	1.0	0.5176647818076785	LeeSin	385.0
Aatrox_Lillia	Aatrox	-1.0	0.4615170598518618	Lillia	145.0
Aatrox_Malphite	Aatrox	-1.0	0.4776291712883154	Malphite	50.0
Aatrox_Maokai	Aatrox	1.0	0.5328602766339338	Maokai	25.0
Aatrox_MasterYi	Aatrox	0.0	0.482900102608367	MasterYi	173.0
Aatrox_Naafiri	Aatrox	1.0	0.5273137850804029	Naafiri	153.0
Aatrox_Nasus	Aatrox	0.0	0.48456066044918544	Nasus	69.0
Aatrox_Nidalee	Aatrox	0.0	0.49957254661482847	Nidalee	77.0
Aatrox_Nocturne	Aatrox	0.0	0.49484181501181246	Nocturne	335.0
Aatrox_Nunu	Aatrox	0.0	0.4933443008226829	Nunu	170.0
Aatrox_Pantheon	Aatrox	-1.0	0.4587122116070225	Pantheon	46.0
Aatrox_Qiyana	Aatrox	-1.0	0.47598797782468716	Qiyana	63.0
Aatrox_Rammus	Aatrox	1.0	0.5341216521063235	Rammus	51.0
Aatrox_RekSai	Aatrox	1.0	0.5184469393250541	RekSai	122.0
Aatrox_Rengar	Aatrox	1.0	0.5194887593132975	Rengar	189.0
Aatrox_Sejuani	Aatrox	1.0	0.5501128721820225	Sejuani	84.0
Aatrox_Shaco	Aatrox	-1.0	0.472787379298095	Shaco	195.0
Aatrox_Shen	Aatrox	0.0	0.4864340244884975	Shen	198.0
Aatrox_Shyvana	Aatrox	0.0	0.48746166345204006	Shyvana	60.0
Aatrox_Skarner	Aatrox	1.0	0.5552486270896965	Skarner	34.0
Aatrox_Sylas	Aatrox	1.0	0.531621593201368	Sylas	155.0
Aatrox_Taliyah	Aatrox	1.0	0.5552743340542743	Taliyah	43.0
Aatrox_Talon	Aatrox	1.0	0.5320846880368068	Talon	183.0
Aatrox_Teemo	Aatrox	0.0	0.49112250878162944	Teemo	55.0
Aatrox_Trundle	Aatrox	1.0	0.5307947954154288	Trundle	31.0
Aatrox_Udyr	Aatrox	0.0	0.4931783354783965	Udyr	91.0
Aatrox_Vi	Aatrox	1.0	0.5810704626576436	Vi	200.0
Aatrox_Viego	Aatrox	0.0	0.4903204597977258	Viego	510.0
Aatrox_Volibear	Aatrox	-1.0	0.46622859852227944	Volibear	115.0
Aatrox_Warwick	Aatrox	1.0	0.5343284543169038	Warwick	94.0
Aatrox_Wukong	Aatrox	0.0	0.5027055666916226	Wukong	98.0
Aatrox_XinZhao	Aatrox	0.0	0.499809530325383	XinZhao	253.0
Aatrox_Zaahen	Aatrox	-1.0	0.45255882175223044	Zaahen	253.0
Aatrox_Zac	Aatrox	-1.0	0.47444481002440225	Zac	114.0
Aatrox_Zed	Aatrox	-1.0	0.48006730327519626	Zed	64.0
Aatrox_Zyra	Aatrox	-1.0	0.462139848279388	Zyra	56.0
Ambessa_Aatrox	Ambessa	-1.0	0.43057999278887976	Aatrox	169.0
Ambessa_Amumu	Ambessa	1.0	0.5068028678118475	Amumu	297.0
Ambessa_Belveth	Ambessa	-1.0	0.45586217154509184	Belveth	256.0
Ambessa_Brand	Ambessa	-1.0	0.4654160876374301	Brand	100.0
Ambessa_Briar	Ambessa	-1.0	0.45347442430468554	Briar	688.0
Ambessa_Camille	Ambessa	0.0	0.47616657449547634	Camille	32.0
Ambessa_Chogath	Ambessa	0.0	0.48069853604458207	Chogath	68.0
Ambessa_Darius	Ambessa	1.0	0.5093337926220095	Darius	130.0
Ambessa_Diana	Ambessa	1.0	0.49190001304365316	Diana	515.0
Ambessa_DrMundo	Ambessa	1.0	0.49662520901012414	DrMundo	517.0
Ambessa_Ekko	Ambessa	0.0	0.4753645757532813	Ekko	575.0
Ambessa_Elise	Ambessa	-1.0	0.4696802881907569	Elise	362.0
Ambessa_Evelynn	Ambessa	-1.0	0.4620752954225751	Evelynn	331.0
Ambessa_Fiddlesticks	Ambessa	0.0	0.4776497956445255	Fiddlesticks	333.0
Ambessa_Fizz	Ambessa	0.0	0.4899547215840662	Fizz	342.0
Ambessa_Gragas	Ambessa	0.0	0.48129144597185236	Gragas	74.0
Ambessa_Graves	Ambessa	-1.0	0.46704043121092864	Graves	1992.0
Ambessa_Gwen	Ambessa	-1.0	0.46757538476897265	Gwen	161.0
Ambessa_Hecarim	Ambessa	0.0	0.49095399059198247	Hecarim	559.0
Ambessa_Ivern	Ambessa	0.0	0.48251219194145134	Ivern	202.0
Ambessa_JarvanIV	Ambessa	0.0	0.47942843697219517	JarvanIV	907.0
Ambessa_Jax	Ambessa	-1.0	0.4674161108386368	Jax	221.0
Ambessa_Jayce	Ambessa	1.0	0.523442695300043	Jayce	320.0
Ambessa_Karthus	Ambessa	-1.0	0.46088814481043056	Karthus	215.0
Ambessa_Kayn	Ambessa	-1.0	0.4654893030453169	Kayn	680.0
Ambessa_Khazix	Ambessa	-1.0	0.4636570675643498	Khazix	901.0
Ambessa_Kindred	Ambessa	1.0	0.4920443610257151	Kindred	338.0
Ambessa_LeeSin	Ambessa	0.0	0.4818757608289147	LeeSin	2039.0
Ambessa_Lillia	Ambessa	1.0	0.5287685642367065	Lillia	499.0
Ambessa_Malphite	Ambessa	1.0	0.5011400207847161	Malphite	182.0
Ambessa_Maokai	Ambessa	1.0	0.5064913009484273	Maokai	86.0
Ambessa_MasterYi	Ambessa	-1.0	0.4496941250209845	MasterYi	657.0
Ambessa_Mordekaiser	Ambessa	-1.0	0.45227180872238376	Mordekaiser	60.0
Ambessa_Morgana	Ambessa	0.0	0.4860409038133123	Morgana	33.0
Ambessa_Naafiri	Ambessa	0.0	0.47548410331301716	Naafiri	558.0
Ambessa_Nasus	Ambessa	0.0	0.48803166136545895	Nasus	184.0
Ambessa_Nidalee	Ambessa	1.0	0.5111528077311603	Nidalee	358.0
Ambessa_Nocturne	Ambessa	1.0	0.5033432306634152	Nocturne	1029.0
Ambessa_Nunu	Ambessa	0.0	0.4826151437329514	Nunu	434.0
Ambessa_Olaf	Ambessa	1.0	0.5279791264482431	Olaf	34.0
Ambessa_Pantheon	Ambessa	0.0	0.4751868128234121	Pantheon	167.0
Ambessa_Poppy	Ambessa	0.0	0.47525855259997696	Poppy	87.0
Ambessa_Qiyana	Ambessa	0.0	0.4737212008674096	Qiyana	208.0
Ambessa_Rammus	Ambessa	-1.0	0.4573610071725124	Rammus	152.0
Ambessa_RekSai	Ambessa	-1.0	0.4188823034309873	RekSai	423.0
Ambessa_Rengar	Ambessa	1.0	0.5131363067322354	Rengar	514.0
Ambessa_Riven	Ambessa	1.0	0.5023157507263389	Riven	28.0
Ambessa_Rumble	Ambessa	1.0	0.4931428998981213	Rumble	47.0
Ambessa_Sejuani	Ambessa	-1.0	0.46980814860760206	Sejuani	215.0
Ambessa_Shaco	Ambessa	1.0	0.509719683822014	Shaco	583.0
Ambessa_Shen	Ambessa	1.0	0.4921944140676778	Shen	539.0
Ambessa_Shyvana	Ambessa	0.0	0.48284623687026845	Shyvana	150.0
Ambessa_Sion	Ambessa	0.0	0.4860409038133123	Sion	33.0
Ambessa_Skarner	Ambessa	1.0	0.5083023190642784	Skarner	101.0
Ambessa_Sylas	Ambessa	0.0	0.4881697111469729	Sylas	737.0
Ambessa_Taliyah	Ambessa	0.0	0.47880219073741664	Taliyah	169.0
Ambessa_Talon	Ambessa	1.0	0.5018056529938603	Talon	624.0
Ambessa_Teemo	Ambessa	-1.0	0.4560144548065659	Teemo	155.0
Ambessa_Trundle	Ambessa	1.0	0.49937901057634027	Trundle	127.0
Ambessa_Twitch	Ambessa	1.0	0.5179746412331	Twitch	37.0
Ambessa_Udyr	Ambessa	1.0	0.4995966606843265	Udyr	261.0
Ambessa_Vi	Ambessa	-1.0	0.4647361935026311	Vi	989.0
Ambessa_Viego	Ambessa	1.0	0.5042874550708815	Viego	1592.0
Ambessa_Volibear	Ambessa	0.0	0.4789816501035001	Volibear	338.0
Ambessa_Warwick	Ambessa	1.0	0.5156169898184272	Warwick	253.0
Ambessa_Wukong	Ambessa	1.0	0.49285342583936753	Wukong	390.0
Ambessa_XinZhao	Ambessa	0.0	0.47316732373653064	XinZhao	1077.0
Ambessa_Zaahen	Ambessa	-1.0	0.4638516933955067	Zaahen	948.0
Ambessa_Zac	Ambessa	1.0	0.4935131220289276	Zac	442.0
Ambessa_Zed	Ambessa	1.0	0.495592577616718	Zed	254.0
Ambessa_Zyra	Ambessa	1.0	0.5330700311746944	Zyra	252.0
Amumu_Aatrox	Amumu	0.0	0.5030270829278906	Aatrox	118.0
Amumu_Ambessa	Amumu	0.0	0.48972592472665144	Ambessa	297.0
Amumu_Belveth	Amumu	0.0	0.4995023138262265	Belveth	178.0
Amumu_Brand	Amumu	-1.0	0.4624054489965547	Brand	60.0
Amumu_Briar	Amumu	-1.0	0.48731103201572096	Briar	644.0
Amumu_Chogath	Amumu	-1.0	0.483500140222267	Chogath	65.0
Amumu_Darius	Amumu	0.0	0.49189161610200866	Darius	110.0
Amumu_Diana	Amumu	-1.0	0.4855126400660263	Diana	441.0
Amumu_DrMundo	Amumu	-1.0	0.4653098251070589	DrMundo	525.0
Amumu_Ekko	Amumu	0.0	0.49265411380481544	Ekko	410.0
Amumu_Elise	Amumu	0.0	0.5064410124160276	Elise	205.0
Amumu_Evelynn	Amumu	0.0	0.508245601299948	Evelynn	247.0
Amumu_Fiddlesticks	Amumu	0.0	0.501783168681339	Fiddlesticks	310.0
Amumu_Fizz	Amumu	0.0	0.49660045553949156	Fizz	186.0
Amumu_Gragas	Amumu	1.0	0.5125280524568605	Gragas	29.0
Amumu_Graves	Amumu	0.0	0.5046854644580306	Graves	981.0
Amumu_Gwen	Amumu	1.0	0.5226838339290967	Gwen	144.0
Amumu_Hecarim	Amumu	-1.0	0.4888531187868538	Hecarim	396.0
Amumu_Ivern	Amumu	0.0	0.49944979359481023	Ivern	146.0
Amumu_JarvanIV	Amumu	-1.0	0.48255819865006655	JarvanIV	569.0
Amumu_Jax	Amumu	-1.0	0.48608200840568216	Jax	214.0
Amumu_Jayce	Amumu	0.0	0.5011888545371048	Jayce	123.0
Amumu_Karthus	Amumu	-1.0	0.47682394224245717	Karthus	152.0
Amumu_Kayn	Amumu	1.0	0.5283088758668505	Kayn	667.0
Amumu_Khazix	Amumu	1.0	0.5146001693220758	Khazix	619.0
Amumu_Kindred	Amumu	-1.0	0.4812990803071494	Kindred	226.0
Amumu_LeeSin	Amumu	0.0	0.5121569794575899	LeeSin	775.0
Amumu_Lillia	Amumu	1.0	0.5221083534360111	Lillia	378.0
Amumu_Malphite	Amumu	1.0	0.5137023485082324	Malphite	159.0
Amumu_Maokai	Amumu	1.0	0.5125786927590559	Maokai	68.0
Amumu_MasterYi	Amumu	1.0	0.5324686376198572	MasterYi	623.0
Amumu_Mordekaiser	Amumu	0.0	0.4992026099410081	Mordekaiser	52.0
Amumu_Morgana	Amumu	0.0	0.5017330808890095	Morgana	35.0
Amumu_Naafiri	Amumu	0.0	0.49281342183308785	Naafiri	353.0
Amumu_Nasus	Amumu	-1.0	0.46574985194594887	Nasus	198.0
Amumu_Nidalee	Amumu	1.0	0.5204503798051078	Nidalee	128.0
Amumu_Nocturne	Amumu	-1.0	0.48121017938753274	Nocturne	783.0
Amumu_Nunu	Amumu	1.0	0.5169096961263688	Nunu	306.0
Amumu_Olaf	Amumu	0.0	0.5063412852493295	Olaf	53.0
Amumu_Pantheon	Amumu	1.0	0.5205461096805727	Pantheon	78.0
Amumu_Poppy	Amumu	0.0	0.49183859776270983	Poppy	47.0
Amumu_Qiyana	Amumu	1.0	0.5165239688687944	Qiyana	105.0
Amumu_Rammus	Amumu	0.0	0.4964984390244864	Rammus	176.0
Amumu_RekSai	Amumu	-1.0	0.48338829482874923	RekSai	214.0
Amumu_Rengar	Amumu	1.0	0.5288276720282472	Rengar	392.0
Amumu_Rumble	Amumu	-1.0	0.47240446782322437	Rumble	30.0
Amumu_Sejuani	Amumu	0.0	0.5023994096004997	Sejuani	190.0
Amumu_Shaco	Amumu	1.0	0.5189866802584728	Shaco	466.0
Amumu_Shen	Amumu	-1.0	0.4754277566657225	Shen	460.0
Amumu_Shyvana	Amumu	0.0	0.49285424275073353	Shyvana	146.0
Amumu_Sion	Amumu	0.0	0.49908946467157167	Sion	26.0
Amumu_Skarner	Amumu	-1.0	0.4879998871977877	Skarner	65.0
Amumu_Sylas	Amumu	1.0	0.5178128574187609	Sylas	479.0
Amumu_Taliyah	Amumu	0.0	0.4949971355281084	Taliyah	76.0
Amumu_Talon	Amumu	0.0	0.5035035104762281	Talon	366.0
Amumu_Teemo	Amumu	0.0	0.5024133097645079	Teemo	188.0
Amumu_Trundle	Amumu	0.0	0.5076689417024468	Trundle	147.0
Amumu_Twitch	Amumu	0.0	0.5093895098937768	Twitch	38.0
Amumu_Udyr	Amumu	0.0	0.4899327507695404	Udyr	207.0
Amumu_Vi	Amumu	-1.0	0.48302092931329715	Vi	471.0
Amumu_Viego	Amumu	1.0	0.5165309762482739	Viego	1224.0
Amumu_Volibear	Amumu	0.0	0.4937070286069882	Volibear	346.0
Amumu_Warwick	Amumu	1.0	0.5352510165851099	Warwick	221.0
Amumu_Wukong	Amumu	1.0	0.517778049124898	Wukong	199.0
Amumu_XinZhao	Amumu	0.0	0.48969147900853016	XinZhao	538.0
Amumu_Zaahen	Amumu	-1.0	0.48247306551561125	Zaahen	594.0
Amumu_Zac	Amumu	-1.0	0.4725965160298258	Zac	305.0
Amumu_Zed	Amumu	0.0	0.49625092697966694	Zed	154.0
Amumu_Zyra	Amumu	0.0	0.5112517477318193	Zyra	139.0
AurelionSol_DrMundo	AurelionSol	-1.0	0.31382392875650406	DrMundo	23.0
AurelionSol_Graves	AurelionSol	0.0	0.4190874892873212	Graves	42.0
AurelionSol_JarvanIV	AurelionSol	0.0	0.38409982200733916	JarvanIV	29.0
AurelionSol_LeeSin	AurelionSol	0.0	0.49667800669091783	LeeSin	27.0
AurelionSol_Nocturne	AurelionSol	0.0	0.5328693711566425	Nocturne	26.0
AurelionSol_Shaco	AurelionSol	0.0	0.4621561950119709	Shaco	28.0
AurelionSol_Talon	AurelionSol	0.0	0.4025366266930944	Talon	22.0
AurelionSol_Vi	AurelionSol	0.0	0.5096185958547805	Vi	22.0
AurelionSol_Viego	AurelionSol	1.0	0.56296178503298	Viego	38.0
AurelionSol_Zaahen	AurelionSol	0.0	0.5091297785236208	Zaahen	24.0
Belveth_Aatrox	Belveth	1.0	0.5462252670125429	Aatrox	109.0
Belveth_Ambessa	Belveth	1.0	0.5483747451609567	Ambessa	256.0
Belveth_Amumu	Belveth	0.0	0.5034557052141452	Amumu	178.0
Belveth_Brand	Belveth	0.0	0.5070833424847213	Brand	50.0
Belveth_Briar	Belveth	1.0	0.5236553467710926	Briar	493.0
Belveth_Chogath	Belveth	-1.0	0.47294737471283715	Chogath	44.0
Belveth_Darius	Belveth	0.0	0.5085802983046859	Darius	87.0
Belveth_Diana	Belveth	-1.0	0.49165728968813077	Diana	304.0
Belveth_DrMundo	Belveth	-1.0	0.48480508030789354	DrMundo	299.0
Belveth_Ekko	Belveth	-1.0	0.477328575087789	Ekko	309.0
Belveth_Elise	Belveth	0.0	0.49602598507720586	Elise	214.0
Belveth_Evelynn	Belveth	-1.0	0.4832584181882254	Evelynn	205.0
Belveth_Fiddlesticks	Belveth	0.0	0.5100858015729892	Fiddlesticks	212.0
Belveth_Fizz	Belveth	1.0	0.5722035307277545	Fizz	127.0
Belveth_Gragas	Belveth	1.0	0.5248984597422377	Gragas	23.0
Belveth_Graves	Belveth	0.0	0.5134859676935822	Graves	919.0
Belveth_Gwen	Belveth	1.0	0.526475744315317	Gwen	74.0
Belveth_Hecarim	Belveth	0.0	0.5153366679017398	Hecarim	343.0
Belveth_Ivern	Belveth	-1.0	0.48558872655147856	Ivern	111.0
Belveth_JarvanIV	Belveth	0.0	0.5025879858489175	JarvanIV	455.0
Belveth_Jax	Belveth	0.0	0.5194599666133404	Jax	178.0
Belveth_Jayce	Belveth	0.0	0.519719433291624	Jayce	124.0
Belveth_Karthus	Belveth	1.0	0.5394616269915267	Karthus	102.0
Belveth_Kayn	Belveth	0.0	0.5204569965901101	Kayn	508.0
Belveth_Khazix	Belveth	0.0	0.5183362766785862	Khazix	466.0
Belveth_Kindred	Belveth	1.0	0.5393707139302508	Kindred	204.0
Belveth_LeeSin	Belveth	0.0	0.499107485073157	LeeSin	641.0
Belveth_Lillia	Belveth	1.0	0.5286409871650242	Lillia	255.0
Belveth_Malphite	Belveth	-1.0	0.4659560516812975	Malphite	123.0
Belveth_Maokai	Belveth	0.0	0.5155394222991637	Maokai	48.0
Belveth_MasterYi	Belveth	-1.0	0.47610288607485957	MasterYi	415.0
Belveth_Mordekaiser	Belveth	-1.0	0.46020237572130407	Mordekaiser	32.0
Belveth_Morgana	Belveth	1.0	0.5243847368939397	Morgana	25.0
Belveth_Naafiri	Belveth	1.0	0.5389687763531136	Naafiri	271.0
Belveth_Nasus	Belveth	1.0	0.5446969977132292	Nasus	104.0
Belveth_Nidalee	Belveth	1.0	0.5264308161542849	Nidalee	131.0
Belveth_Nocturne	Belveth	-1.0	0.47013271795146855	Nocturne	619.0
Belveth_Nunu	Belveth	-1.0	0.48682426498265663	Nunu	242.0
Belveth_Olaf	Belveth	0.0	0.5039135137452567	Olaf	21.0
Belveth_Pantheon	Belveth	-1.0	0.48229877824253786	Pantheon	77.0
Belveth_Poppy	Belveth	-1.0	0.4901986536745573	Poppy	44.0
Belveth_Qiyana	Belveth	1.0	0.5452254420231725	Qiyana	113.0
Belveth_Rammus	Belveth	-1.0	0.43493051027563223	Rammus	153.0
Belveth_RekSai	Belveth	-1.0	0.44161336725370764	RekSai	213.0
Belveth_Rengar	Belveth	1.0	0.5289201561992509	Rengar	321.0
Belveth_Rumble	Belveth	1.0	0.5759665268536717	Rumble	25.0
Belveth_Sejuani	Belveth	1.0	0.5768385623169573	Sejuani	115.0
Belveth_Shaco	Belveth	0.0	0.505696567398042	Shaco	343.0
Belveth_Shen	Belveth	-1.0	0.47960668215532926	Shen	278.0
Belveth_Shyvana	Belveth	1.0	0.5238540117493229	Shyvana	111.0
Belveth_Sion	Belveth	-1.0	0.48378828821586367	Sion	29.0
Belveth_Skarner	Belveth	1.0	0.5273619321998386	Skarner	51.0
Belveth_Sylas	Belveth	1.0	0.541774276109712	Sylas	236.0
Belveth_Taliyah	Belveth	-1.0	0.49271289224772835	Taliyah	84.0
Belveth_Talon	Belveth	0.0	0.5129746901555656	Talon	380.0
Belveth_Teemo	Belveth	-1.0	0.47888923977878417	Teemo	124.0
Belveth_Trundle	Belveth	0.0	0.5175174988873957	Trundle	63.0
Belveth_Udyr	Belveth	1.0	0.5416323999902639	Udyr	177.0
Belveth_Vi	Belveth	-1.0	0.4657799088678752	Vi	385.0
Belveth_Viego	Belveth	1.0	0.52406873520373	Viego	878.0
Belveth_Volibear	Belveth	1.0	0.5670178457482112	Volibear	217.0
Belveth_Warwick	Belveth	1.0	0.541048281086791	Warwick	144.0
Belveth_Wukong	Belveth	0.0	0.5055676199452638	Wukong	173.0
Belveth_XinZhao	Belveth	-1.0	0.4878620549094143	XinZhao	516.0
Belveth_Zaahen	Belveth	0.0	0.5035571241501019	Zaahen	452.0
Belveth_Zac	Belveth	1.0	0.545299310225071	Zac	201.0
Belveth_Zed	Belveth	0.0	0.5144679765321325	Zed	126.0
Belveth_Zyra	Belveth	1.0	0.5452254420231725	Zyra	113.0
Brand_Ambessa	Brand	1.0	0.5452876261901626	Ambessa	100.0
Brand_Amumu	Brand	1.0	0.5762652422098166	Amumu	60.0
Brand_Belveth	Brand	0.0	0.512240932653733	Belveth	50.0
Brand_Briar	Brand	1.0	0.5595252190136272	Briar	187.0
Brand_Darius	Brand	1.0	0.5530605145944979	Darius	29.0
Brand_Diana	Brand	0.0	0.5330207443953382	Diana	100.0
Brand_DrMundo	Brand	-1.0	0.4806658178439261	DrMundo	124.0
Brand_Ekko	Brand	0.0	0.5250440305252133	Ekko	112.0
Brand_Elise	Brand	-1.0	0.4872774754208595	Elise	64.0
Brand_Evelynn	Brand	0.0	0.5032234594106034	Evelynn	56.0
Brand_Fiddlesticks	Brand	0.0	0.4991452744214419	Fiddlesticks	73.0
Brand_Fizz	Brand	1.0	0.5373289071494063	Fizz	41.0
Brand_Graves	Brand	1.0	0.5549366337918203	Graves	308.0
Brand_Hecarim	Brand	0.0	0.5314762811161674	Hecarim	108.0
Brand_Ivern	Brand	1.0	0.5554855550960086	Ivern	43.0
Brand_JarvanIV	Brand	-1.0	0.47930297441272335	JarvanIV	160.0
Brand_Jax	Brand	0.0	0.5159582575945897	Jax	55.0
Brand_Jayce	Brand	0.0	0.5316115754706036	Jayce	44.0
Brand_Karthus	Brand	1.0	0.5433857457556287	Karthus	38.0
Brand_Kayn	Brand	0.0	0.49942448504991577	Kayn	139.0
Brand_Khazix	Brand	-1.0	0.4587818030707	Khazix	146.0
Brand_Kindred	Brand	0.0	0.532901577769994	Kindred	55.0
Brand_LeeSin	Brand	-1.0	0.4894734803348297	LeeSin	233.0
Brand_Lillia	Brand	1.0	0.5734241302883515	Lillia	92.0
Brand_Malphite	Brand	1.0	0.5637142092700241	Malphite	45.0
Brand_MasterYi	Brand	-1.0	0.4835496276703429	MasterYi	96.0
Brand_Naafiri	Brand	-1.0	0.43346332401944143	Naafiri	89.0
Brand_Nasus	Brand	0.0	0.526205983133243	Nasus	47.0
Brand_Nidalee	Brand	0.0	0.5214671228110542	Nidalee	48.0
Brand_Nocturne	Brand	-1.0	0.46594903445298586	Nocturne	190.0
Brand_Nunu	Brand	0.0	0.5361225190987475	Nunu	86.0
Brand_Pantheon	Brand	0.0	0.5040374590113709	Pantheon	32.0
Brand_Qiyana	Brand	0.0	0.49351564200929765	Qiyana	32.0
Brand_Rammus	Brand	0.0	0.5074865975068876	Rammus	55.0
Brand_RekSai	Brand	0.0	0.4989621853410368	RekSai	49.0
Brand_Rengar	Brand	-1.0	0.45732552254395464	Rengar	92.0
Brand_Sejuani	Brand	1.0	0.5534686433177037	Sejuani	47.0
Brand_Shaco	Brand	0.0	0.5023827690546143	Shaco	98.0
Brand_Shen	Brand	0.0	0.505019992594494	Shen	113.0
Brand_Shyvana	Brand	1.0	0.5625561967125239	Shyvana	47.0
Brand_Sylas	Brand	1.0	0.5625391286814085	Sylas	95.0
Brand_Talon	Brand	-1.0	0.4508755998914882	Talon	92.0
Brand_Teemo	Brand	1.0	0.5452026529677473	Teemo	45.0
Brand_Trundle	Brand	0.0	0.5200309464675911	Trundle	31.0
Brand_Udyr	Brand	-1.0	0.487073981153326	Udyr	62.0
Brand_Vi	Brand	0.0	0.5311339413479755	Vi	142.0
Brand_Viego	Brand	-1.0	0.48782564684282864	Viego	234.0
Brand_Volibear	Brand	0.0	0.5200202041964789	Volibear	81.0
Brand_Warwick	Brand	1.0	0.5393719625551769	Warwick	61.0
Brand_Wukong	Brand	1.0	0.5727931624911685	Wukong	59.0
Brand_XinZhao	Brand	0.0	0.520013286234215	XinZhao	156.0
Brand_Zaahen	Brand	0.0	0.514415685268888	Zaahen	137.0
Brand_Zac	Brand	1.0	0.5555138634287815	Zac	115.0
Brand_Zed	Brand	0.0	0.5271945093565369	Zed	43.0
Brand_Zyra	Brand	1.0	0.5512537212636257	Zyra	42.0
Briar_Aatrox	Briar	1.0	0.5175005128255225	Aatrox	278.0
Briar_Ambessa	Briar	1.0	0.5446826989086434	Ambessa	688.0
Briar_Amumu	Briar	0.0	0.5144777681791781	Amumu	644.0
Briar_Belveth	Briar	-1.0	0.4829685956206907	Belveth	493.0
Briar_Brand	Briar	-1.0	0.4646288502615223	Brand	187.0
Briar_Camille	Briar	1.0	0.5303798233933537	Camille	30.0
Briar_Chogath	Briar	-1.0	0.4742543668288022	Chogath	100.0
Briar_Darius	Briar	1.0	0.5201230378078661	Darius	222.0
Briar_Diana	Briar	1.0	0.5349709849708502	Diana	864.0
Briar_DrMundo	Briar	-1.0	0.4938030890617424	DrMundo	894.0
Briar_Ekko	Briar	0.0	0.5101782078155144	Ekko	931.0
Briar_Elise	Briar	-1.0	0.48395249700858095	Elise	626.0
Briar_Evelynn	Briar	1.0	0.5163938282297237	Evelynn	612.0
Briar_Fiddlesticks	Briar	1.0	0.5165081361804933	Fiddlesticks	637.0
Briar_Fizz	Briar	1.0	0.5147480717572491	Fizz	426.0
Briar_Gragas	Briar	0.0	0.5138744899498531	Gragas	102.0
Briar_Graves	Briar	-1.0	0.49474539805426554	Graves	2604.0
Briar_Gwen	Briar	1.0	0.52535080953697	Gwen	283.0
Briar_Hecarim	Briar	0.0	0.5039695118081254	Hecarim	861.0
Briar_Ivern	Briar	1.0	0.5182949818499123	Ivern	314.0
Briar_JarvanIV	Briar	1.0	0.5272137400569832	JarvanIV	1374.0
Briar_Jax	Briar	-1.0	0.48178581806530735	Jax	808.0
Briar_Jayce	Briar	1.0	0.5276609405504149	Jayce	319.0
Briar_Karthus	Briar	-1.0	0.4597993805818024	Karthus	308.0
Briar_Kayn	Briar	0.0	0.50288315426085	Kayn	1416.0
Briar_Khazix	Briar	1.0	0.5220758366898345	Khazix	1412.0
Briar_Kindred	Briar	-1.0	0.48186748883522457	Kindred	509.0
Briar_LeeSin	Briar	-1.0	0.49672234776477464	LeeSin	2283.0
Briar_Lillia	Briar	1.0	0.5299324386815204	Lillia	751.0
Briar_Malphite	Briar	0.0	0.5061293523670868	Malphite	341.0
Briar_Maokai	Briar	-1.0	0.48250738334084853	Maokai	133.0
Briar_MasterYi	Briar	-1.0	0.48510673729428744	MasterYi	1257.0
Briar_Mordekaiser	Briar	0.0	0.5000807112229276	Mordekaiser	95.0
Briar_Morgana	Briar	-1.0	0.4960905383587107	Morgana	99.0
Briar_Naafiri	Briar	0.0	0.510766033726767	Naafiri	779.0
