x	y	champ	opp	total
0.4475817998183114	8	MissFortune	Brand	22.0
0.3017022473465001	8	MissFortune	Karma	102.0
0.3399682037754251	8	MissFortune	Sona	33.0
0.32245044483412744	8	MissFortune	Yuumi	37.0
0.4405474736780657	8	MissFortune	Zilean	23.0
0.3032802880285613	10	Ziggs	Lulu	28.0
0.31698841174337117	12	Twitch	Karma	164.0
0.3464209072169538	12	Twitch	Milio	49.0
0.4740036085646698	12	Twitch	Morgana	35.0
0.3614518248491328	12	Twitch	Pantheon	40.0
0.3285905780758413	12	Twitch	Pyke	87.0
0.4598952640751145	12	Twitch	Rakan	48.0
0.4965680906286533	12	Twitch	Senna	54.0
0.3067553583810646	12	Twitch	Sona	50.0
0.3638803338620392	12	Twitch	Soraka	45.0
0.4803624560513579	12	Twitch	Swain	32.0
0.47687851743273146	12	Twitch	Velkoz	22.0
0.3638803338620392	12	Twitch	Xerath	45.0
0.36532335891203505	12	Twitch	Zilean	31.0
0.4662523035761411	16	LeeSin	Alistar	25.0
0.33830039435033804	16	LeeSin	Braum	32.0
0.5010189989525271	16	LeeSin	Morgana	23.0
0.4846819849634017	16	LeeSin	Senna	29.0
0.33904203006583694	16	LeeSin	Thresh	82.0
0.3644402013028537	18	Ezreal	Amumu	34.0
0.478468061383158	18	Ezreal	Anivia	29.0
0.38055614041721153	18	Ezreal	Annie	23.0
0.3553853194714395	18	Ezreal	Blitzcrank	427.0
0.3949333370293588	18	Ezreal	Braum	398.0
0.39161447115135795	18	Ezreal	Camille	34.0
0.36984837316172814	18	Ezreal	Elise	87.0
0.49237895294223105	18	Ezreal	Hwei	23.0
0.36011212266159875	18	Ezreal	JarvanIV	21.0
0.38736103362327673	18	Ezreal	Maokai	120.0
0.5389557663065901	18	Ezreal	MissFortune	38.0
0.3877300498932033	18	Ezreal	Nidalee	27.0
0.36281050750570687	18	Ezreal	Pantheon	219.0
0.373834669943174	18	Ezreal	Poppy	91.0
0.3992315372886429	18	Ezreal	Rakan	243.0
0.37395425899674406	18	Ezreal	Senna	345.0
0.4901920341352899	18	Ezreal	Shaco	111.0
0.36985372769263186	18	Ezreal	Sona	160.0
0.47075298158483725	18	Ezreal	Teemo	28.0
0.3968228620482511	18	Ezreal	Thresh	973.0
0.528253591102693	18	Ezreal	Twitch	32.0
0.364739688800066	18	Ezreal	Xerath	426.0
0.3652240310774025	18	Ezreal	Yuumi	513.0
0.5525674564149365	21	Chogath	Karma	36.0
0.3647038243293649	26	Rengar	Blitzcrank	29.0
0.29618251561720843	26	Rengar	Braum	34.0
0.5640751374854037	26	Rengar	Senna	27.0
0.36980625869781536	28	Sett	Braum	47.0
0.37667930601243105	28	Sett	Nami	56.0
0.553218436406363	29	Singed	Leona	27.0
0.3537771937960336	29	Singed	Lulu	25.0
0.6324588459674654	29	Singed	Nautilus	24.0
0.2523792138304921	29	Singed	Pyke	27.0
0.34479665733090026	29	Singed	Seraphine	23.0
0.4823634378368385	30	Mel	Annie	43.0
0.48866078754651	30	Mel	Ashe	50.0
0.410048704368909	30	Mel	Elise	108.0
0.5041930310711227	30	Mel	Fiddlesticks	41.0
0.5546088194049017	30	Mel	Heimerdinger	22.0
0.47086077481011057	30	Mel	Hwei	41.0
0.41072268135195583	30	Mel	Janna	266.0
0.49087326449433205	30	Mel	Leblanc	74.0
0.421228989324398	30	Mel	Leona	600.0
0.3791402663844594	30	Mel	Maokai	163.0
0.4269172996882538	30	Mel	Milio	500.0
0.519129574418145	30	Mel	MissFortune	23.0
0.4283190355714679	30	Mel	Nami	1285.0
0.42193342623718827	30	Mel	Nautilus	798.0
0.41651935006813784	30	Mel	Pantheon	216.0
0.492757458407809	30	Mel	Poppy	106.0
0.5120820162608704	30	Mel	Renata	65.0
0.3924535369916564	30	Mel	Senna	431.0
0.505191537825766	30	Mel	Shaco	120.0
0.415097844898238	30	Mel	Sion	29.0
0.41908720478652156	30	Mel	Soraka	348.0
0.4283753588020751	30	Mel	Swain	211.0
0.4953537201700737	30	Mel	Sylas	85.0
0.485790206522751	30	Mel	Twitch	30.0
0.48156180241246194	30	Mel	Veigar	39.0
0.39643447511796415	30	Mel	Xerath	406.0
0.4128636631511299	30	Mel	Zac	27.0
0.3928031912424711	30	Mel	Zilean	232.0
0.4789846149232235	30	Mel	Zoe	52.0
0.37707294688399884	31	Skarner	Alistar	24.0
0.37012381848688813	31	Skarner	Lulu	44.0
0.36316569438622787	31	Skarner	Nami	51.0
0.5500134617411097	32	Wukong	Pyke	25.0
0.5266002029513718	33	Ahri	Braum	22.0
0.35007050590424077	33	Ahri	Karma	55.0
0.5264664146446485	33	Ahri	Nami	60.0
0.32698938260579047	33	Ahri	Nautilus	42.0
0.5670771294755736	33	Ahri	Soraka	26.0
0.525063295167356	34	Trundle	Nautilus	76.0
0.37853312868521916	34	Trundle	Rakan	30.0
0.3544857056852194	35	Rumble	Blitzcrank	22.0
0.5574030508240737	35	Rumble	Lulu	37.0
0.39464744168242	36	Malphite	Bard	75.0
0.5378761584211849	36	Malphite	Brand	30.0
0.3552230338169377	36	Malphite	Janna	53.0
0.40918192334983094	36	Malphite	Lulu	103.0
0.4898192340829857	36	Malphite	Maokai	36.0
0.5226077039587207	36	Malphite	Nami	204.0
0.5219398269574902	36	Malphite	Nautilus	120.0
0.3941698854267611	36	Malphite	Pantheon	32.0
0.3705995036667521	36	Malphite	Pyke	63.0
0.37426012058701885	36	Malphite	Renata	22.0
0.5032557489316098	36	Malphite	Senna	66.0
0.41062015439945304	36	Malphite	Seraphine	66.0
0.37704228632427167	36	Malphite	Soraka	72.0
0.505950759343483	36	Malphite	Swain	22.0
0.40051162223412273	36	Malphite	TahmKench	31.0
0.4124573766991921	36	Malphite	Thresh	148.0
0.49660809684559326	36	Malphite	Velkoz	23.0
0.40051162223412273	36	Malphite	Xerath	31.0
0.5185045502410658	36	Malphite	Yuumi	67.0
0.49726231312632413	37	Veigar	Brand	40.0
0.49221847152980386	37	Veigar	Ezreal	29.0
0.4956288442405673	37	Veigar	Leona	111.0
0.39292489581602646	37	Veigar	Lulu	137.0
0.41380450631961924	37	Veigar	Maokai	32.0
0.49785384035134544	37	Veigar	Morgana	72.0
0.49330788183448926	38	Ashe	Brand	70.0
0.4233832685129121	38	Ashe	Elise	34.0
0.4840505972411226	38	Ashe	Maokai	60.0
0.4910841441205951	38	Ashe	Milio	207.0
0.4116300832381481	38	Ashe	Morgana	107.0
0.4190417997304654	38	Ashe	Nami	548.0
0.3901876290656088	38	Ashe	Nautilus	262.0
